mil pop,unemployment %,mean income,median income,vacant housing units,rental vacany rate,% below poverty line,median house value,NAME,state,county,county_name,state_name
13.0,10.1,3283.0,19689.0,1092.0,3.9,54.3,81300.0,"Comerío Municipio, Puerto Rico",72,045,Comerío Municipio, Puerto Rico
38.0,33.6,3111.0,17253.0,2440.0,5.2,59.0,74900.0,"Guánica Municipio, Puerto Rico",72,055,Guánica Municipio, Puerto Rico
143.0,6.5,33815.0,51519.0,8713.0,14.2,16.6,161400.0,"Clarke County, Georgia",13,059,Clarke County, Georgia
0.0,20.5,668.0,33712.0,802.0,16.9,25.5,58500.0,"Clay County, Georgia",13,061,Clay County, Georgia
759.0,13.1,76290.0,52802.0,17653.0,17.2,13.6,127800.0,"Clayton County, Georgia",13,063,Clayton County, Georgia
0.0,3.7,1892.0,42631.0,474.0,11.5,19.1,76700.0,"Clinch County, Georgia",13,065,Clinch County, Georgia
1171.0,7.2,227415.0,85962.0,26457.0,11.7,7.6,211000.0,"Cobb County, Georgia",13,067,Cobb County, Georgia
60.0,8.1,11034.0,46521.0,2457.0,12.0,18.3,77700.0,"Coffee County, Georgia",13,069,Coffee County, Georgia
7.0,8.4,12206.0,46600.0,2509.0,6.0,18.8,84300.0,"Colquitt County, Georgia",13,071,Colquitt County, Georgia
2117.0,6.3,35301.0,81277.0,4592.0,11.3,5.3,168700.0,"Columbia County, Georgia",13,073,Columbia County, Georgia
30.0,11.5,4837.0,42245.0,774.0,9.4,21.3,80000.0,"Cook County, Georgia",13,075,Cook County, Georgia
298.0,6.6,37021.0,71750.0,4338.0,10.6,7.7,177900.0,"Coweta County, Georgia",13,077,Coweta County, Georgia
10.0,6.9,3632.0,53647.0,662.0,8.8,16.8,92400.0,"Crawford County, Georgia",13,079,Crawford County, Georgia
26.0,10.5,6429.0,43252.0,1777.0,6.5,24.0,93900.0,"Crisp County, Georgia",13,081,Crisp County, Georgia
21.0,9.0,4941.0,52397.0,888.0,13.0,10.7,123400.0,"Dade County, Georgia",13,083,Dade County, Georgia
87.0,7.9,6727.0,66483.0,1988.0,0.0,7.8,201400.0,"Dawson County, Georgia",13,085,Dawson County, Georgia
17.0,6.2,7612.0,46514.0,1802.0,7.5,19.4,98900.0,"Decatur County, Georgia",13,087,Decatur County, Georgia
726.0,11.5,225447.0,70925.0,37159.0,11.4,12.4,190000.0,"DeKalb County, Georgia",13,089,DeKalb County, Georgia
